BOL_Number,Carrier,Forwarder,Customer,Commodity,Container_Type,Num_Containers,POL,POD,Incoterms,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,On_Time_Delivery,Delay_Reason,Freight_Rate_USD,Total_Freight_USD,Cargo_Weight_KG,Cargo_Value_USD,Shipment_Status
BOL004662,CMA CGM,Kuehne+Nagel,Loblaws,Toys,40GP,9,Shanghai,New York,DDP,2022-06-16,2022-07-19,2022-07-19,33,0,Yes,None,4216.16,37945.44,109512.87,422075.29,Delivered
BOL004663,CMA CGM,DSV,Empire Company,Electronics,40GP,6,Shenzhen,Halifax,DAP,2023-12-03,2024-01-02,2024-01-02,30,0,Yes,None,2168.23,13009.38,49220.66,76848.33,Delivered
BOL004664,COSCO,Kuehne+Nagel,Costco Canada,Machinery,45HC,3,Busan,Los Angeles,EXW,2022-06-10,2022-06-30,2022-06-30,20,0,Yes,None,3050.37,9151.11,61201.9,248570.47,Delivered
BOL004665,COSCO,Nippon Express,Indigo Books,Steel Products,45HC,1,Shanghai,Halifax,CIF,2022-12-05,2022-12-26,2022-12-26,21,0,Yes,None,3974.86,3974.86,21018.38,449672.06,Delivered
BOL004666,Hapag-Lloyd,Panalpina,Canadian Tire,Electronics,40HC,2,Hamburg,Chicago,FOB,2022-03-27,2022-04-14,2022-04-14,18,0,Yes,None,2772.65,5545.3,22154.91,399680.89,Delivered
BOL004667,Evergreen,DSV,Hudson Bay,Furniture,40RF,3,Kaohsiung,Los Angeles,DAP,2023-06-04,2023-07-03,2023-07-03,29,0,Yes,None,1270.07,3810.21,64174.63,214559.44,Delivered
BOL004668,HMM,DB Schenker,Costco Canada,Chemicals,40GP,9,Singapore,Halifax,CIF,2023-09-24,2023-10-30,2023-10-30,36,0,Yes,None,2938.62,26447.58,88221.62,245853.63,Delivered
BOL004669,Yang Ming,Expeditors,Loblaws,Machinery,40RF,5,Hamburg,Vancouver,CFR,2023-10-16,2023-11-11,2023-11-11,26,0,Yes,None,3669.76,18348.8,43131.08,211501.67,Delivered
BOL004670,ONE,Panalpina,Metro Inc,Chemicals,40HC,7,Colombo,Houston,CFR,2023-12-06,2023-12-27,2023-12-27,21,0,Yes,None,1297.12,9079.84,41434.51,177970.39,Delivered
BOL004671,Evergreen,Kuehne+Nagel,Best Buy Canada,Steel Products,45HC,5,Colombo,Houston,FOB,2022-07-21,2022-08-07,2022-08-11,17,4,No,Equipment Shortage,1811.97,9059.85,95932.87,181217.15,Delivered
BOL004672,MSC,Panalpina,Loblaw Companies,Toys,40GP,3,Shenzhen,Miami,DAP,2023-04-02,2023-04-19,2023-04-19,17,0,Yes,None,3525.08,10575.24,78453.43,450665.0,Delivered
BOL004673,MSC,DB Schenker,Shoppers Drug Mart,Furniture,20GP,1,Busan,New York,DAP,2022-07-07,2022-08-19,2022-08-19,43,0,Yes,None,1347.62,1347.62,19670.68,304542.89,Delivered
BOL004674,ONE,CEVA Logistics,Empire Company,Machinery,40HC,10,Shenzhen,Toronto,CFR,2024-10-22,2024-11-11,2024-11-12,20,1,No,Equipment Shortage,2822.05,28220.5,202027.65,273827.17,Delivered
BOL004675,ONE,Sinotrans,IKEA Canada,Auto Parts,20GP,1,Colombo,Vancouver,CFR,2023-07-16,2023-08-14,2023-08-28,29,14,No,Documentation Error,2804.56,2804.56,13752.23,211183.75,Delayed
BOL004676,Hapag-Lloyd,Sinotrans,Empire Company,Steel Products,40GP,10,Kaohsiung,Houston,DDP,2022-11-15,2022-12-08,2022-12-08,23,0,Yes,None,4410.51,44105.1,138543.98,389130.76,Delivered
BOL004677,ZIM,DB Schenker,Indigo Books,Steel Products,20RF,9,Ningbo,Houston,FOB,2024-01-07,2024-01-30,2024-01-30,23,0,Yes,None,2738.96,24650.64,55643.55,451856.87,Delivered
BOL004678,HMM,Nippon Express,Loblaw Companies,Food Products,45HC,10,Shanghai,Halifax,DAP,2022-04-27,2022-06-10,2022-06-10,44,0,Yes,None,1275.95,12759.5,92874.33,461832.72,Delivered
BOL004679,ZIM,DB Schenker,Metro Inc,Chemicals,20GP,2,Singapore,Toronto,CFR,2022-10-01,2022-11-05,2022-11-05,35,0,Yes,None,1300.58,2601.16,11713.6,428112.27,Delivered
BOL004680,ONE,Nippon Express,Metro Inc,Textiles,40HC,9,Hamburg,Montreal,DAP,2022-09-24,2022-10-17,2022-10-17,23,0,Yes,None,1987.08,17883.72,172719.88,442248.43,Delivered
BOL004681,Evergreen,Nippon Express,Costco Canada,Toys,20RF,7,Hamburg,Toronto,DDP,2023-02-25,2023-03-28,2023-03-29,31,1,No,Customs Inspection,4168.51,29179.57,194408.37,208088.97,Delivered
BOL004682,HMM,Panalpina,Sport Chek,Machinery,20GP,4,Kaohsiung,Halifax,DDP,2024-04-09,2024-05-23,2024-05-23,44,0,Yes,None,2312.39,9249.56,101042.33,357523.3,Delivered
BOL004683,HMM,Expeditors,Reitmans,Toys,40HC,8,Kaohsiung,Chicago,FOB,2022-03-09,2022-03-28,2022-03-28,19,0,Yes,None,2747.28,21978.24,216156.3,106517.64,Delivered
BOL004684,COSCO,DSV,Giant Tiger,Toys,40GP,10,Shenzhen,Chicago,DAP,2023-09-19,2023-10-06,2023-10-06,17,0,Yes,None,2163.77,21637.7,103261.67,163092.02,Delivered
BOL004685,Maersk,CEVA Logistics,Hudson Bay,Steel Products,40GP,7,Colombo,Montreal,CIF,2023-11-25,2023-12-26,2023-12-26,31,0,Yes,None,2706.97,18948.79,151299.77,275454.36,Delivered
BOL004686,Evergreen,Panalpina,Hudson Bay,Steel Products,20RF,2,Ningbo,Houston,FOB,2024-06-17,2024-07-25,2024-07-25,38,0,Yes,None,2560.51,5121.02,26345.91,415177.21,Delivered
BOL004687,Yang Ming,Nippon Express,Hudson Bay,Electronics,20GP,4,Busan,Seattle,DDP,2023-10-21,2023-11-12,2023-11-12,22,0,Yes,None,987.91,3951.64,72973.82,399675.56,Delivered
BOL004688,Evergreen,DB Schenker,Aldo Group,Electronics,40GP,2,Busan,Miami,CIF,2024-11-27,2025-01-10,2025-01-11,44,1,No,Customs Inspection,3901.45,7802.9,25581.82,460639.09,In Transit
BOL004689,COSCO,Expeditors,Metro Inc,Steel Products,45HC,8,Shanghai,Chicago,CFR,2024-11-12,2024-12-18,2024-12-18,36,0,Yes,None,4417.9,35343.2,81187.47,318306.97,Delivered
BOL004690,Maersk,Kuehne+Nagel,Giant Tiger,Steel Products,40RF,2,Shanghai,Miami,EXW,2023-05-10,2023-06-18,2023-06-18,39,0,Yes,None,4250.33,8500.66,30183.89,456578.25,Delivered
BOL004691,HMM,Sinotrans,Hudson Bay,Apparel,40RF,10,Busan,Vancouver,EXW,2024-12-30,2025-01-13,2025-01-13,14,0,Yes,None,3174.11,31741.1,129439.73,424632.38,In Transit
BOL004692,Yang Ming,CEVA Logistics,Home Depot Canada,Machinery,40HC,7,Busan,Montreal,DAP,2024-07-06,2024-08-01,2024-08-01,26,0,Yes,None,3760.97,26326.79,123274.28,200637.82,Delivered
BOL004693,HMM,Expeditors,Loblaw Companies,Textiles,20RF,5,Hong Kong,Montreal,CFR,2024-07-22,2024-08-11,2024-08-11,20,0,Yes,None,3092.9,15464.5,79186.07,169449.76,Delivered
BOL004694,Yang Ming,Expeditors,IKEA Canada,Furniture,20GP,5,Colombo,Houston,CIF,2022-05-14,2022-06-23,2022-06-23,40,0,Yes,None,3112.15,15560.75,57740.68,324061.29,Delivered
BOL004695,Maersk,Kuehne+Nagel,Loblaws,Steel Products,40GP,10,Singapore,Seattle,DDP,2024-12-25,2025-01-23,2025-01-23,29,0,Yes,None,973.47,9734.7,103965.74,78857.01,In Transit
BOL004696,ONE,Panalpina,Walmart Canada,Steel Products,40HC,6,Shanghai,New York,CIF,2024-01-03,2024-01-22,2024-01-22,19,0,Yes,None,2158.39,12950.34,159461.28,26937.22,Delivered
BOL004697,Maersk,Nippon Express,IKEA Canada,Toys,20RF,3,Shanghai,New York,CFR,2024-09-06,2024-09-22,2024-09-22,16,0,Yes,None,3857.48,11572.44,25712.59,128638.41,Delivered
BOL004698,HMM,DB Schenker,Best Buy Canada,Textiles,40RF,10,Hong Kong,Seattle,DDP,2022-05-16,2022-06-25,2022-06-25,40,0,Yes,None,1819.1,18191.0,217958.56,59486.54,Delivered
BOL004699,CMA CGM,Kuehne+Nagel,IKEA Canada,Chemicals,40RF,7,Kaohsiung,Halifax,DAP,2023-01-22,2023-02-17,2023-02-17,26,0,Yes,None,4423.31,30963.17,167984.35,35237.16,Delivered
BOL004700,Maersk,Kuehne+Nagel,Indigo Books,Furniture,40GP,2,Shanghai,Chicago,DAP,2022-06-28,2022-07-30,2022-07-30,32,0,Yes,None,2093.94,4187.88,55690.01,496727.94,Delivered
BOL004701,CMA CGM,Kuehne+Nagel,Costco Canada,Furniture,40RF,9,Hong Kong,Chicago,DDP,2024-08-13,2024-09-27,2024-10-06,45,9,No,Customs Inspection,2980.72,26826.48,95795.09,117403.7,Delayed
BOL004702,ONE,CEVA Logistics,Giant Tiger,Food Products,45HC,3,Hamburg,Miami,EXW,2024-09-04,2024-10-19,2024-10-19,45,0,Yes,None,3758.1,11274.3,65287.91,477128.24,Delivered
BOL004703,Hapag-Lloyd,Sinotrans,Walmart Canada,Furniture,40HC,2,Ningbo,Vancouver,FOB,2024-09-05,2024-10-16,2024-10-16,41,0,Yes,None,2312.04,4624.08,49790.84,36959.54,Delivered
BOL004704,CMA CGM,DSV,Groupe Touchette,Electronics,20GP,1,Hong Kong,Montreal,FOB,2022-09-04,2022-09-25,2022-09-25,21,0,Yes,None,3566.12,3566.12,13963.75,148728.26,Delivered
BOL004705,Evergreen,DB Schenker,Aldo Group,Toys,40HC,2,Rotterdam,Houston,FOB,2022-05-12,2022-06-03,2022-06-03,22,0,Yes,None,2188.7,4377.4,55413.25,160557.88,Delivered
BOL004706,ZIM,Panalpina,Aldo Group,Toys,40GP,3,Busan,Miami,FOB,2023-03-23,2023-05-06,2023-05-06,44,0,Yes,None,3113.3,9339.9,26696.33,370408.22,Delivered
BOL004707,MSC,Panalpina,Mountain Equipment,Furniture,20GP,8,Colombo,Montreal,FOB,2023-02-22,2023-03-27,2023-03-27,33,0,Yes,None,1022.03,8176.24,75355.63,356881.92,Delivered
BOL004708,Maersk,CEVA Logistics,Home Depot Canada,Apparel,20RF,4,Shenzhen,New York,DAP,2023-12-19,2024-01-10,2024-01-10,22,0,Yes,None,3985.75,15943.0,100511.22,257505.8,Delivered
BOL004709,MSC,Sinotrans,Loblaw Companies,Electronics,40GP,2,Shanghai,Miami,DDP,2023-09-25,2023-10-13,2023-10-13,18,0,Yes,None,3244.14,6488.28,27710.59,34463.09,Delivered
BOL004710,Yang Ming,Expeditors,Aldo Group,Auto Parts,20RF,8,Busan,Vancouver,DDP,2024-08-23,2024-09-23,2024-09-23,31,0,Yes,None,2424.02,19392.16,44643.69,149248.44,Delivered
BOL004711,ZIM,Panalpina,Shoppers Drug Mart,Toys,40HC,10,Hamburg,Vancouver,FOB,2023-09-15,2023-10-14,2023-10-14,29,0,Yes,None,909.24,9092.4,128573.31,156879.93,Delivered
BOL004712,Yang Ming,Kuehne+Nagel,Reitmans,Auto Parts,45HC,5,Rotterdam,Halifax,FOB,2024-04-19,2024-05-21,2024-05-21,32,0,Yes,None,1672.04,8360.2,42372.13,138278.82,Delivered
BOL004713,CMA CGM,DB Schenker,Metro Inc,Electronics,40GP,3,Ningbo,Miami,EXW,2023-10-29,2023-12-08,2023-12-08,40,0,Yes,None,2235.4,6706.2,32355.28,35492.3,Delivered
BOL004714,COSCO,Expeditors,IKEA Canada,Steel Products,40HC,3,Shanghai,Vancouver,DAP,2023-05-31,2023-06-15,2023-06-15,15,0,Yes,None,1060.05,3180.15,67932.84,274440.37,Delivered
BOL004715,HMM,CEVA Logistics,IKEA Canada,Food Products,40HC,3,Kaohsiung,Halifax,DAP,2023-01-10,2023-02-11,2023-02-11,32,0,Yes,None,2063.94,6191.82,80451.89,494141.24,Delivered
BOL004716,COSCO,Expeditors,Giant Tiger,Machinery,45HC,3,Colombo,Houston,FOB,2023-01-24,2023-02-13,2023-02-13,20,0,Yes,None,3903.94,11711.82,22052.41,274335.84,Delivered
BOL004717,COSCO,Panalpina,Giant Tiger,Food Products,40RF,9,Rotterdam,Halifax,DDP,2023-08-16,2023-09-13,2023-09-13,28,0,Yes,None,2112.13,19009.17,137735.01,113969.22,Delivered
BOL004718,ZIM,CEVA Logistics,Hudson Bay,Toys,40GP,3,Hong Kong,Houston,DDP,2024-08-28,2024-09-14,2024-09-16,17,2,No,Bad Weather,4297.84,12893.52,58347.11,29387.44,Delivered
BOL004719,Evergreen,DB Schenker,IKEA Canada,Chemicals,20RF,9,Rotterdam,Chicago,DDP,2022-04-07,2022-05-11,2022-05-11,34,0,Yes,None,3466.02,31194.18,168338.25,281472.63,Delivered
BOL004720,MSC,CEVA Logistics,IKEA Canada,Apparel,45HC,8,Singapore,Chicago,EXW,2022-03-07,2022-03-27,2022-03-27,20,0,Yes,None,3375.38,27003.04,70122.9,394694.66,Delivered
BOL004721,ZIM,Nippon Express,Loblaws,Furniture,20GP,8,Rotterdam,Los Angeles,EXW,2022-08-09,2022-09-01,2022-09-01,23,0,Yes,None,1515.43,12123.44,110970.3,97525.45,Delivered
BOL004722,Yang Ming,Panalpina,Mountain Equipment,Chemicals,20GP,8,Hong Kong,Los Angeles,DDP,2022-01-25,2022-03-07,2022-03-07,41,0,Yes,None,1039.69,8317.52,66706.23,299516.36,Delivered
BOL004723,ONE,Panalpina,Shoppers Drug Mart,Food Products,40RF,9,Shanghai,Toronto,EXW,2024-06-28,2024-08-02,2024-08-02,35,0,Yes,None,1253.82,11284.38,78677.37,427814.13,Delivered
BOL004724,COSCO,CEVA Logistics,Giant Tiger,Toys,20GP,8,Kaohsiung,New York,CIF,2023-05-15,2023-06-01,2023-06-01,17,0,Yes,None,3753.36,30026.88,91179.03,317304.35,Delivered
BOL004725,Hapag-Lloyd,Expeditors,Loblaw Companies,Machinery,40GP,6,Busan,Montreal,CFR,2024-08-31,2024-10-07,2024-10-07,37,0,Yes,None,3091.09,18546.54,142227.56,150147.21,Delivered
BOL004726,Yang Ming,Expeditors,IKEA Canada,Textiles,20GP,1,Shenzhen,Montreal,CFR,2022-11-05,2022-11-19,2022-11-19,14,0,Yes,None,2267.16,2267.16,16196.11,470733.3,Delivered
BOL004727,Evergreen,Panalpina,Canadian Tire,Textiles,40HC,8,Singapore,Toronto,EXW,2023-12-05,2024-01-04,2024-01-04,30,0,Yes,None,3372.27,26978.16,54314.63,418944.19,Delivered
BOL004728,CMA CGM,Panalpina,Costco Canada,Auto Parts,20RF,2,Hamburg,New York,DDP,2024-12-21,2025-02-02,2025-02-02,43,0,Yes,None,2899.37,5798.74,47310.95,278028.41,In Transit
BOL004729,Evergreen,Expeditors,Aldo Group,Textiles,40GP,4,Hong Kong,Halifax,DDP,2022-07-28,2022-09-01,2022-09-01,35,0,Yes,None,3912.78,15651.12,48032.21,22673.41,Delivered
BOL004730,ONE,Panalpina,Aldo Group,Textiles,20RF,8,Colombo,Toronto,CIF,2023-05-13,2023-06-08,2023-06-08,26,0,Yes,None,1556.58,12452.64,161127.11,169969.98,Delivered
BOL004731,Hapag-Lloyd,DB Schenker,Loblaw Companies,Food Products,20GP,6,Rotterdam,Seattle,EXW,2024-10-28,2024-11-15,2024-11-20,18,5,No,Documentation Error,4295.63,25773.78,76131.27,181496.15,Delivered
BOL004732,Hapag-Lloyd,DSV,Canadian Tire,Furniture,40GP,7,Hamburg,Toronto,CFR,2024-08-05,2024-08-31,2024-08-31,26,0,Yes,None,1884.23,13189.61,41143.04,404326.73,Delivered
BOL004733,HMM,CEVA Logistics,Metro Inc,Steel Products,40RF,5,Hamburg,Seattle,CIF,2022-08-11,2022-09-03,2022-09-03,23,0,Yes,None,2438.79,12193.95,49665.23,321425.42,Delivered
BOL004734,MSC,Nippon Express,Sobeys,Steel Products,40GP,1,Singapore,Halifax,FOB,2023-06-05,2023-07-17,2023-07-17,42,0,Yes,None,1537.1,1537.1,15434.85,431866.55,Delivered
BOL004735,MSC,DB Schenker,Hudson Bay,Auto Parts,40RF,8,Ningbo,Seattle,DAP,2022-02-13,2022-03-20,2022-03-20,35,0,Yes,None,1601.0,12808.0,43763.89,35577.57,Delivered
BOL004736,COSCO,Kuehne+Nagel,Aldo Group,Textiles,20GP,10,Shenzhen,New York,DAP,2023-10-13,2023-11-19,2023-11-19,37,0,Yes,None,834.24,8342.4,84186.43,75577.45,Delivered
BOL004737,ZIM,Sinotrans,Home Depot Canada,Furniture,45HC,1,Kaohsiung,Houston,EXW,2024-04-09,2024-05-20,2024-05-20,41,0,Yes,None,3078.26,3078.26,12095.68,348608.18,Delivered
BOL004738,Evergreen,Expeditors,Mountain Equipment,Machinery,40GP,7,Shanghai,Houston,FOB,2023-11-29,2023-12-29,2023-12-29,30,0,Yes,None,2896.25,20273.75,116879.55,333913.97,Delivered
BOL004739,HMM,Sinotrans,Mountain Equipment,Auto Parts,40GP,4,Hamburg,Halifax,EXW,2023-08-25,2023-10-09,2023-10-09,45,0,Yes,None,953.92,3815.68,69654.49,386766.15,Delivered
BOL004740,ONE,Sinotrans,IKEA Canada,Auto Parts,40RF,1,Hamburg,Chicago,DDP,2024-01-03,2024-01-21,2024-01-21,18,0,Yes,None,3900.34,3900.34,27176.25,92562.27,Delivered
BOL004741,MSC,Nippon Express,Loblaw Companies,Chemicals,20RF,2,Ningbo,Seattle,CIF,2022-09-27,2022-10-31,2022-10-31,34,0,Yes,None,2430.66,4861.32,35310.33,24365.37,Delivered
BOL004742,MSC,Kuehne+Nagel,Sport Chek,Toys,40GP,3,Colombo,Miami,FOB,2023-04-26,2023-06-09,2023-06-09,44,0,Yes,None,4169.81,12509.43,28771.32,383352.09,Delivered
BOL004743,Evergreen,Expeditors,Reitmans,Chemicals,45HC,9,Hong Kong,Toronto,DAP,2023-01-30,2023-02-25,2023-02-25,26,0,Yes,None,1150.54,10354.86,206085.7,85155.82,Delivered
BOL004744,Yang Ming,DSV,Loblaws,Apparel,20GP,4,Hamburg,Halifax,EXW,2024-01-21,2024-02-23,2024-02-23,33,0,Yes,None,4059.16,16236.64,79949.17,318802.35,Delivered
BOL004745,CMA CGM,Kuehne+Nagel,Aldo Group,Toys,20RF,8,Hong Kong,Los Angeles,DDP,2022-02-17,2022-03-06,2022-03-06,17,0,Yes,None,3036.82,24294.56,95728.15,50565.98,Delivered
BOL004746,CMA CGM,Sinotrans,Indigo Books,Electronics,45HC,6,Busan,Toronto,FOB,2022-08-14,2022-08-28,2022-08-28,14,0,Yes,None,2061.67,12370.02,35578.24,191049.48,Delivered
BOL004747,Maersk,DSV,Metro Inc,Machinery,40HC,3,Singapore,Seattle,CIF,2023-12-12,2024-01-05,2024-01-05,24,0,Yes,None,3883.95,11651.85,59283.03,88263.93,Delivered
BOL004748,Maersk,Nippon Express,Shoppers Drug Mart,Electronics,45HC,8,Busan,Los Angeles,CFR,2024-10-23,2024-11-26,2024-11-27,34,1,No,Customs Inspection,1309.88,10479.04,101861.94,284702.24,Delivered
BOL004749,MSC,Kuehne+Nagel,Groupe Touchette,Electronics,40GP,3,Singapore,New York,CIF,2023-10-24,2023-11-16,2023-11-16,23,0,Yes,None,2217.78,6653.34,35535.23,334050.93,Delivered
BOL004750,COSCO,DB Schenker,Walmart Canada,Food Products,40RF,6,Shenzhen,Seattle,CIF,2022-10-03,2022-10-18,2022-10-18,15,0,Yes,None,4198.32,25189.92,59539.16,185876.22,Delivered
BOL004751,Yang Ming,Kuehne+Nagel,Walmart Canada,Textiles,20RF,4,Singapore,Los Angeles,CFR,2024-07-25,2024-09-08,2024-09-08,45,0,Yes,None,1444.88,5779.52,43206.99,18081.57,Delivered
BOL004752,COSCO,Expeditors,Giant Tiger,Apparel,45HC,6,Shenzhen,Miami,EXW,2024-07-05,2024-08-10,2024-08-10,36,0,Yes,None,1827.6,10965.6,146806.49,25866.3,Delivered
BOL004753,Evergreen,Kuehne+Nagel,Metro Inc,Steel Products,40RF,10,Shanghai,Toronto,FOB,2024-05-25,2024-07-05,2024-07-05,41,0,Yes,None,3530.29,35302.9,178820.52,66713.76,Delivered
BOL004754,COSCO,Panalpina,Metro Inc,Textiles,45HC,6,Singapore,Toronto,CFR,2024-08-01,2024-08-18,2024-08-18,17,0,Yes,None,4358.89,26153.34,75851.14,438302.63,Delivered
BOL004755,Hapag-Lloyd,Sinotrans,Groupe Touchette,Textiles,20GP,10,Shanghai,Montreal,CIF,2022-01-23,2022-02-18,2022-02-18,26,0,Yes,None,1558.35,15583.5,120621.02,55017.12,Delivered
BOL004756,ONE,Expeditors,Empire Company,Food Products,20RF,8,Ningbo,Vancouver,CIF,2022-02-05,2022-03-09,2022-03-09,32,0,Yes,None,1658.18,13265.44,141289.48,118070.46,Delivered
BOL004757,Hapag-Lloyd,Panalpina,Hudson Bay,Auto Parts,40RF,6,Singapore,Seattle,DDP,2024-09-22,2024-11-01,2024-11-01,40,0,Yes,None,1274.99,7649.94,63667.8,56792.99,Delivered
BOL004758,Evergreen,DSV,Sobeys,Steel Products,20RF,4,Singapore,Vancouver,FOB,2023-10-29,2023-12-10,2023-12-10,42,0,Yes,None,2140.62,8562.48,60073.4,178788.05,Delivered
BOL004759,MSC,CEVA Logistics,Giant Tiger,Furniture,20RF,3,Ningbo,Los Angeles,CIF,2023-05-30,2023-06-28,2023-06-28,29,0,Yes,None,3353.38,10060.14,15181.78,447995.96,Delivered
BOL004760,CMA CGM,Panalpina,Canadian Tire,Food Products,40RF,3,Hamburg,Toronto,FOB,2023-04-16,2023-05-09,2023-05-09,23,0,Yes,None,2743.6,8230.8,82188.04,307750.18,Delivered
BOL004761,HMM,Panalpina,Giant Tiger,Toys,20GP,1,Shanghai,Miami,DAP,2022-10-12,2022-10-29,2022-10-29,17,0,Yes,None,3592.57,3592.57,17057.68,63529.61,Delivered
BOL004762,ZIM,DB Schenker,Sobeys,Textiles,40GP,8,Ningbo,Vancouver,EXW,2023-01-21,2023-02-12,2023-02-12,22,0,Yes,None,2540.96,20327.68,210046.68,368273.05,Delivered
BOL004763,Evergreen,Sinotrans,Reitmans,Textiles,40RF,4,Singapore,Los Angeles,FOB,2022-12-13,2022-12-28,2022-12-28,15,0,Yes,None,2265.2,9060.8,28258.73,483281.28,Delivered
BOL004764,ONE,CEVA Logistics,Walmart Canada,Auto Parts,20RF,2,Ningbo,Seattle,DAP,2022-07-01,2022-07-20,2022-07-20,19,0,Yes,None,4164.74,8329.48,23772.84,171266.38,Delivered
BOL004765,MSC,DB Schenker,Aldo Group,Apparel,40RF,4,Rotterdam,Chicago,DAP,2023-05-30,2023-06-20,2023-06-20,21,0,Yes,None,1611.1,6444.4,55568.49,88465.89,Delivered
BOL004766,HMM,Panalpina,Indigo Books,Electronics,20RF,10,Rotterdam,Chicago,CIF,2024-10-02,2024-11-15,2024-11-15,44,0,Yes,None,1661.62,16616.2,215840.39,338387.26,Delivered
BOL004767,Maersk,Panalpina,Mountain Equipment,Apparel,20RF,8,Shanghai,Vancouver,CFR,2024-07-11,2024-07-29,2024-07-29,18,0,Yes,None,1346.48,10771.84,159699.49,45316.22,Delivered
BOL004768,ZIM,Nippon Express,Loblaws,Apparel,40HC,5,Colombo,Vancouver,DAP,2023-07-11,2023-07-25,2023-07-25,14,0,Yes,None,2709.26,13546.3,125108.18,441591.1,Delivered
BOL004769,Evergreen,CEVA Logistics,Costco Canada,Food Products,45HC,10,Busan,Seattle,CIF,2023-08-19,2023-09-03,2023-09-03,15,0,Yes,None,1475.55,14755.5,82788.01,191317.54,Delivered
BOL004770,Evergreen,Panalpina,Mountain Equipment,Apparel,40RF,1,Rotterdam,Halifax,CFR,2023-11-09,2023-12-21,2023-12-21,42,0,Yes,None,3401.1,3401.1,15627.7,199077.45,Delivered
BOL004771,ZIM,DSV,Loblaw Companies,Machinery,40HC,4,Singapore,Montreal,CIF,2022-12-21,2023-01-10,2023-01-10,20,0,Yes,None,3025.64,12102.56,105384.37,114726.5,Delivered
BOL004772,Evergreen,Expeditors,Empire Company,Machinery,40GP,5,Ningbo,Miami,EXW,2023-02-22,2023-03-26,2023-03-26,32,0,Yes,None,1327.44,6637.2,111818.1,296584.64,Delivered
BOL004773,MSC,Nippon Express,Giant Tiger,Steel Products,40HC,6,Rotterdam,Toronto,CIF,2022-01-14,2022-02-13,2022-02-15,30,2,No,Bad Weather,3226.0,19356.0,161814.88,269597.21,Delivered
BOL004774,ONE,Nippon Express,Walmart Canada,Toys,45HC,7,Busan,Chicago,FOB,2022-12-13,2023-01-20,2023-01-20,38,0,Yes,None,3536.23,24753.61,195972.31,396870.89,Delivered
BOL004775,Evergreen,DSV,Indigo Books,Apparel,40HC,6,Ningbo,Los Angeles,EXW,2022-08-03,2022-09-15,2022-09-15,43,0,Yes,None,3931.89,23591.34,53732.49,158644.35,Delivered
BOL004776,ONE,DSV,Costco Canada,Textiles,45HC,7,Rotterdam,Seattle,FOB,2022-11-12,2022-11-28,2022-11-28,16,0,Yes,None,2125.78,14880.46,113470.43,220992.04,Delivered
BOL004777,Yang Ming,Sinotrans,Reitmans,Auto Parts,45HC,7,Kaohsiung,Miami,DAP,2023-04-13,2023-05-15,2023-05-15,32,0,Yes,None,3563.19,24942.33,72333.85,355998.22,Delivered
BOL004778,Hapag-Lloyd,Sinotrans,Walmart Canada,Steel Products,40HC,10,Singapore,Toronto,EXW,2022-09-03,2022-09-28,2022-09-28,25,0,Yes,None,2626.36,26263.6,227947.04,246142.01,Delivered
BOL004779,CMA CGM,Kuehne+Nagel,Reitmans,Toys,20RF,2,Ningbo,Halifax,DDP,2022-12-08,2023-01-13,2023-01-13,36,0,Yes,None,1121.35,2242.7,40373.14,220121.26,Delivered
BOL004780,Evergreen,Panalpina,Groupe Touchette,Textiles,20RF,1,Kaohsiung,New York,CIF,2023-01-24,2023-03-04,2023-03-04,39,0,Yes,None,3656.68,3656.68,11123.45,245848.68,Delivered
BOL004781,MSC,Expeditors,Canadian Tire,Auto Parts,45HC,3,Shenzhen,Chicago,EXW,2022-04-21,2022-05-14,2022-05-25,23,11,No,Documentation Error,3298.89,9896.67,41585.19,424577.16,Delayed
BOL004782,Yang Ming,Sinotrans,IKEA Canada,Toys,20GP,3,Kaohsiung,Toronto,DAP,2024-07-12,2024-08-15,2024-08-15,34,0,Yes,None,858.47,2575.41,77167.7,46263.56,Delivered
BOL004783,COSCO,Expeditors,Sobeys,Machinery,40RF,5,Hong Kong,Houston,CFR,2023-10-16,2023-11-10,2023-11-10,25,0,Yes,None,4231.57,21157.85,78383.44,69795.62,Delivered
BOL004784,Maersk,Nippon Express,Indigo Books,Toys,20GP,2,Ningbo,Chicago,DAP,2024-11-04,2024-12-07,2024-12-07,33,0,Yes,None,3864.35,7728.7,26397.8,79185.89,Delivered
BOL004785,COSCO,Expeditors,IKEA Canada,Auto Parts,20RF,9,Busan,New York,DAP,2024-12-06,2025-01-13,2025-01-13,38,0,Yes,None,2238.9,20150.1,251525.24,151926.84,In Transit
BOL004786,ZIM,Expeditors,Mountain Equipment,Toys,40RF,5,Shanghai,Seattle,CIF,2022-09-09,2022-09-25,2022-09-25,16,0,Yes,None,2420.36,12101.8,27889.94,104622.95,Delivered
BOL004787,COSCO,DB Schenker,Giant Tiger,Electronics,40HC,2,Kaohsiung,Montreal,CIF,2023-04-28,2023-06-07,2023-06-07,40,0,Yes,None,1409.52,2819.04,46377.35,190986.78,Delivered
BOL004788,Hapag-Lloyd,CEVA Logistics,Canadian Tire,Food Products,40HC,2,Hong Kong,Houston,DAP,2022-04-27,2022-05-23,2022-05-23,26,0,Yes,None,1371.58,2743.16,53899.33,269949.97,Delivered
